Year,Country of origin (ISO),Country of asylum (ISO),Refugees under UNHCR's mandate,Asylum-seekers,Others of concern
2019,TUR,AUT,594,415,0
2019,TUR,BDI,21,5,0
2019,TUR,BEL,2007,443,0
2019,TUR,BEN,10,0,0
2019,TUR,BGD,0,20,0
2019,TUR,BFA,13,0,0
2019,TUR,BLR,5,0,0
2019,TUR,BRA,6,255,0
2019,TUR,BIH,34,62,19
2019,TUR,BGR,12,7,0
2019,TUR,CAN,5876,1390,0
2019,TUR,CAF,5,0,0
2019,TUR,CHN,0,9,0
2019,TUR,CHL,26,5,0
2019,TUR,CMR,0,57,0
2019,TUR,COL,5,31,0
2019,TUR,CRI,0,5,0
2019,TUR,CYP,223,202,0
2019,TUR,CZE,9,15,0
2019,TUR,DNK,11,16,0
2019,TUR,ECU,5,0,0
2019,TUR,EST,19,5,0
2019,TUR,FIN,581,324,0
2019,TUR,FRA,11863,3481,0
2019,TUR,GBR,1970,1206,0
2019,TUR,GEO,5,43,0
2019,TUR,DEU,28470,16830,0
2019,TUR,GHA,0,47,0
2019,TUR,GNB,0,5,0
2019,TUR,GRC,640,5185,0
2019,TUR,HRV,19,26,21
2019,TUR,HUN,33,5,0
2019,TUR,ISL,8,6,0
2019,TUR,CIV,34,0,0
2019,TUR,IND,29,0,0
2019,TUR,IDN,0,13,0
2019,TUR,IRL,8,12,0
2019,TUR,IRQ,15167,5510,0
2019,TUR,ISR,5,432,0
2019,TUR,ITA,2845,381,0
2019,TUR,JPN,51,0,0
2019,TUR,KEN,41,40,0
2019,TUR,KGZ,0,36,0
2019,TUR,KOR,0,405,0
2019,TUR,LBN,7,7,9
2019,TUR,LTU,44,8,0
2019,TUR,LUX,33,80,0
2019,TUR,LVA,24,0,0
2019,TUR,MDG,5,9,0
2019,TUR,MRT,0,24,0
2019,TUR,MDA,26,29,0
2019,TUR,MEX,8,0,0
2019,TUR,MLI,8,13,0
2019,TUR,MWI,0,47,0
2019,TUR,MNE,0,11,0
2019,TUR,MAR,0,13,0
2019,TUR,MLT,5,16,0
2019,TUR,NLD,1736,1308,0
2019,TUR,NGA,174,37,0
2019,TUR,NOR,1021,300,0
2019,TUR,NZL,55,13,0
2019,TUR,PAK,6,0,0
2019,TUR,PRY,5,0,0
2019,TUR,PER,41,44,0
2019,TUR,PHL,49,17,0
2019,TUR,POL,92,76,0
2019,TUR,PRT,8,10,0
2019,TUR,ROU,39,35,0
2019,TUR,ZAF,5,5,0
2019,TUR,RUS,5,0,0
2019,TUR,SEN,12,49,0
2019,TUR,ESP,31,460,0
2019,TUR,SRB,96,32,0
2019,TUR,SVN,41,14,0
2019,TUR,SWE,1638,940,0
2019,TUR,CHE,3925,1774,0
2019,TUR,SYR,6,7,0
2019,TUR,TZA,0,10,0
2019,TUR,THA,0,5,0
2019,TUR,TGO,50,9,0
2019,TUR,TUN,0,15,0
2019,TUR,UGA,33,0,0
2019,TUR,UKR,7,10,0
2019,TUR,URY,13,5,0
2019,TUR,USA,2501,3518,0
2019,TUR,VEN,6,0,0
2019,TUR,ZMB,53,7,0
2019,ARE,AUS,6,0,0
2019,ARE,BEL,5,0,0
2019,ARE,CAN,0,14,0
2019,ARE,GBR,23,8,0
2019,ARE,DEU,39,0,0
2019,ARE,ITA,5,0,0
2019,ARE,JOR,0,5,0
2019,ARE,SWE,5,0,0
2019,ARE,USA,72,154,0
2019,UGA,AGO,0,6,0
2019,UGA,EGY,13,19,0
2019,UGA,AUS,54,101,0
2019,UGA,AUT,28,12,0
2019,UGA,BDI,13,5,0
2019,UGA,BEL,23,5,0
2019,UGA,BWA,18,0,0
2019,UGA,BRA,5,33,0
2019,UGA,CAN,536,756,0
2019,UGA,CAF,7,5,0
2019,UGA,CHN,5,85,0
2019,UGA,COD,17,0,0
2019,UGA,CZE,5,0,0
2019,UGA,DNK,74,5,0
2019,UGA,ETH,19,5,0
2019,UGA,FIN,33,9,0
2019,UGA,FRA,159,6,0
2019,UGA,GBR,1237,248,0
2019,UGA,DEU,217,363,0
2019,UGA,GHA,5,6,0
2019,UGA,GRC,29,64,0
2019,UGA,HUN,7,0,0
2019,UGA,ISL,12,0,0
2019,UGA,IND,0,5,0
2019,UGA,IDN,5,5,0
2019,UGA,IRL,37,38,0
2019,UGA,ISR,0,148,0
2019,UGA,ITA,80,10,0
2019,UGA,KEN,890,1609,0
2019,UGA,KOR,36,78,0
2019,UGA,LSO,9,0,0
2019,UGA,MEX,0,66,0
2019,UGA,MYS,5,8,0
2019,UGA,MWI,0,14,0
2019,UGA,MOZ,5,35,0
2019,UGA,MLT,0,5,0
2019,UGA,NAM,5,5,0
2019,UGA,NLD,488,251,0
2019,UGA,NOR,120,7,0
2019,UGA,NZL,5,0,0
2019,UGA,POL,6,5,0
2019,UGA,PRT,5,0,0
2019,UGA,ROU,5,0,0
2019,UGA,ZAF,472,4374,0
2019,UGA,ESP,5,5,0
2019,UGA,SVK,5,0,0
2019,UGA,SWZ,6,0,0
2019,UGA,SWE,726,158,0
2019,UGA,CHE,42,25,0
2019,UGA,TZA,14,5,7
2019,UGA,UGA,0,0,0
2019,UGA,USA,1760,2795,0
2019,UGA,ZMB,46,44,0
2019,UGA,ZWE,8,5,0
2019,UNK,EGY,0,5,0
2019,UNK,ARG,644,44,0
2019,UNK,AUS,869,247,0
2019,UNK,AUT,4341,260,0
2019,UNK,BEL,6083,784,0
2019,UNK,BRA,0,37,0
2019,UNK,BLZ,0,0,3390
2019,UNK,CAN,1533,9109,0
2019,UNK,CHL,432,65,2073
2019,UNK,COL,5,113,0
2019,UNK,CRI,0,31060,0
2019,UNK,CYP,0,8,0
2019,UNK,CZE,0,879,413
2019,UNK,DNK,28,10,0
2019,UNK,ECU,27,5,0
2019,UNK,FIN,147,164,0
2019,UNK,FRA,101068,1496,0
2019,UNK,GBR,6277,5905,0
2019,UNK,GEO,12,12,0
2019,UNK,DEU,34397,7379,0
2019,UNK,GRC,11063,18242,0
2019,UNK,GTM,0,0,110600
2019,UNK,HUN,917,0,0
2019,UNK,ISL,12,0,0
2019,UNK,IRL,0,534,0
2019,UNK,ISR,205,73,0
2019,UNK,ITA,1630,385,0
2019,UNK,JPN,292,29123,0
2019,UNK,LBN,0,6,6
2019,UNK,LUX,15,20,0
2019,UNK,MCO,22,0,0
2019,UNK,MNE,0,0,12275
2019,UNK,MLT,626,0,0
2019,UNK,NLD,2847,672,0
2019,UNK,NZL,515,107,0
2019,UNK,PER,15,0,0
2019,UNK,PHL,0,7,129666
2019,UNK,RUS,5,5,0
2019,UNK,ESP,33,30,0
2019,UNK,SRB,0,5,1212
2019,UNK,SDN,356,575,6
2019,UNK,SWE,586,681,0
2019,UNK,CHE,1715,174,0
2019,UNK,SYR,5,0,0
2019,UNK,TUR,142,11580,0
2019,UNK,USA,6182,2607,0
2019,UNK,ZMB,71,0,0
2019,UKR,ARG,117,91,0
2019,UKR,ARM,116,5,0
2019,UKR,AUS,24,118,0
2019,UKR,AUT,265,313,0
2019,UKR,AZE,5,0,0
2019,UKR,BEL,254,105,0
2019,UKR,BLR,2300,98,0
2019,UKR,BOL,5,0,0
2019,UKR,BRA,17,79,0
2019,UKR,BGR,0,40,0
2019,UKR,CAN,1199,307,0
2019,UKR,CRI,13,0,0
2019,UKR,CYP,30,135,0
2019,UKR,CZE,305,146,0
2019,UKR,DNK,28,29,0
2019,UKR,ECU,14,0,0
2019,UKR,EST,62,0,0
2019,UKR,FIN,11,25,0
2019,UKR,FRA,1839,1020,0
2019,UKR,GBR,185,233,0
2019,UKR,GEO,306,6,252
2019,UKR,DEU,847,2312,0
2019,UKR,GRC,151,97,0
2019,UKR,HRV,8,0,0
2019,UKR,HUN,15,0,0
2019,UKR,ISL,18,5,0
2019,UKR,IND,0,9,0
2019,UKR,IRL,81,33,0
2019,UKR,ISR,5,5056,0
2019,UKR,ITA,6353,1189,0
2019,UKR,JOR,0,19,0
2019,UKR,KGZ,23,0,0
2019,UKR,KOR,14,64,0
2019,UKR,KWT,0,5,0
2019,UKR,LBN,0,0,5
2019,UKR,LIE,5,0,0
2019,UKR,LTU,64,5,0
2019,UKR,LUX,6,25,0
2019,UKR,MRT,5,0,0
2019,UKR,MDA,53,5,0
2019,UKR,MEX,17,5,0
2019,UKR,MLT,142,59,0
2019,UKR,NLD,20,59,0
2019,UKR,NOR,10,15,0
2019,UKR,PAN,0,5,0
2019,UKR,PER,17,0,0
2019,UKR,POL,485,515,0
2019,UKR,PRT,436,93,0
2019,UKR,ROU,22,5,0
2019,UKR,ZAF,5,0,0
2019,UKR,RUS,40393,858,0
2019,UKR,ESP,631,6460,0
2019,UKR,SRB,15,0,0
2019,UKR,SVK,24,0,0
2019,UKR,SVN,5,0,0
2019,UKR,SWE,223,471,0
2019,UKR,CHE,65,50,0
2019,UKR,UKR,0,0,1680000
2019,UKR,URY,11,5,0
2019,UKR,USA,2580,7817,0
2019,URY,BOL,10,0,0
2019,URY,BRA,0,31,0
2019,URY,CAN,0,12,0
2019,URY,ITA,0,5,0
2019,URY,MEX,0,15,0
2019,URY,PER,0,5,0
2019,URY,ESP,0,120,0
2019,URY,USA,5,123,0
2019,USA,ARG,5,10,0
2019,USA,AUS,15,46,0
2019,USA,AUT,5,0,0
2019,USA,BDI,0,0,5
2019,USA,BEL,0,5,0
2019,USA,BRA,0,47,0
2019,USA,CAN,0,2445,0
2019,USA,CHL,0,5,0
2019,USA,CRI,5,31,0
2019,USA,DOM,0,5,0
2019,USA,ECU,7,5,0
2019,USA,FIN,0,7,0
2019,USA,FRA,0,5,0
2019,USA,GBR,58,81,0
2019,USA,DEU,133,23,0
2019,USA,GRC,0,5,0
2019,USA,GTM,0,5,0
2019,USA,IRL,0,17,0
2019,USA,ITA,5,0,0
2019,USA,JOR,0,0,7
2019,USA,KOR,0,5,0
2019,USA,MEX,18,60,0
2019,USA,MYS,7,0,0
2019,USA,NLD,17,13,0
2019,USA,PER,0,5,0
2019,USA,PHL,0,5,0
2019,USA,ESP,0,85,0
2019,USA,SWE,22,25,0
2019,UZB,ALB,5,0,0
2019,UZB,EGY,0,21,0
2019,UZB,AUS,28,32,0
2019,UZB,AUT,60,65,0
2019,UZB,BEL,40,5,0
2019,UZB,BRA,0,5,0
2019,UZB,CAN,155,19,0
2019,UZB,CYP,5,10,0
2019,UZB,CZE,53,58,0
2019,UZB,DNK,10,0,0
2019,UZB,ECU,5,0,0
2019,UZB,FIN,9,5,0
2019,UZB,FRA,214,6,0
2019,UZB,GBR,76,47,0
2019,UZB,GEO,0,5,0
2019,UZB,DEU,123,129,0
2019,UZB,GHA,9,0,0
2019,UZB,GRC,18,9,0
2019,UZB,HRV,5,0,0
2019,UZB,HUN,6,0,0
2019,UZB,IND,0,7,0
2019,UZB,IRL,17,0,0
2019,UZB,IRN,7,0,0
2019,UZB,IRQ,0,5,0
2019,UZB,ISR,0,546,0
2019,UZB,ITA,21,0,0
2019,UZB,KAZ,13,0,0
2019,UZB,KGZ,0,9,0
2019,UZB,KOR,9,319,0
2019,UZB,LTU,16,0,0
2019,UZB,LVA,14,0,0
2019,UZB,MDA,6,5,0
2019,UZB,MYS,0,8,0
2019,UZB,MLT,0,5,0
2019,UZB,NLD,31,16,0
2019,UZB,NOR,191,0,0
2019,UZB,POL,24,6,0
2019,UZB,RUS,61,33,0
2019,UZB,ESP,15,15,0
2019,UZB,SVK,5,0,0
2019,UZB,SWE,565,1371,0
2019,UZB,CHE,54,7,0
2019,UZB,UKR,30,78,0
2019,UZB,USA,1317,2156,0
2019,VUT,AUS,0,16,0
2019,VUT,BRA,0,50,0
2019,VUT,USA,0,9,0
2019,VAT,BRA,0,5,0
2019,VCT,CAN,902,36,0
2019,VCT,GBR,35,16,0
2019,VCT,DEU,5,0,0
2019,VCT,TTO,5,5,0
2019,VCT,USA,32,20,0
2019,VEN,ABW,0,398,0
2019,VEN,AIA,0,0,0
2019,VEN,ALB,5,0,0
2019,VEN,ARG,309,2717,0
2019,VEN,AUS,72,274,0
2019,VEN,AUT,31,29,0
2019,VEN,BRB,0,5,0
2019,VEN,BEL,273,322,0
2019,VEN,BOL,0,235,0
2019,VEN,BRA,20941,103657,0
2019,VEN,CAN,3067,1388,0
2019,VEN,CYM,0,0,0
2019,VEN,CHL,14,2768,0
2019,VEN,COL,425,8824,0
2019,VEN,CRI,577,6809,0
2019,VEN,CUW,14,296,0
2019,VEN,CYP,0,5,0
2019,VEN,CZE,0,35,0
2019,VEN,DNK,5,14,0
2019,VEN,DOM,0,246,0
2019,VEN,ECU,374,14442,0
2019,VEN,FIN,7,13,0
2019,VEN,FRA,551,676,0
2019,VEN,GBR,51,42,0
2019,VEN,DEU,320,923,0
2019,VEN,GRC,6,34,0
2019,VEN,GTM,23,49,0
2019,VEN,GUY,0,0,0
2019,VEN,HND,7,0,0
2019,VEN,ISL,164,32,0
2019,VEN,IND,0,9,0
2019,VEN,IRL,46,104,0
2019,VEN,ISR,0,5,0
2019,VEN,ITA,1988,580,0
2019,VEN,JAM,0,0,0
2019,VEN,JOR,0,5,0
2019,VEN,KOR,0,14,0
2019,VEN,LUX,15,55,0
2019,VEN,MEX,8781,8614,0
2019,VEN,MLT,5,65,0
2019,VEN,NLD,13,207,0
2019,VEN,NOR,15,24,0
2019,VEN,PAN,61,3724,0
2019,VEN,PRY,750,8,0
2019,VEN,PER,1230,482571,0
2019,VEN,POL,0,5,0
2019,VEN,PRT,0,67,0
2019,VEN,ESP,35243,33960,0
2019,VEN,SUR,8,215,0
2019,VEN,SWE,13,220,0
2019,VEN,CHE,15,49,0
2019,VEN,TTO,2040,14296,0
2019,VEN,URY,74,472,0
2019,VEN,USA,15706,104989,0
2019,VEN,VCT,0,0,0
2019,VEN,VEN,0,0,494503
2019,WSM,AUS,0,84,0
2019,ESH,DZA,90000,0,0
2019,ESH,AGO,16,596,0
2019,ESH,BIH,0,0,5
2019,ESH,CUB,107,0,0
2019,ESH,ECU,5,0,0
2019,ESH,FRA,715,293,0
2019,ESH,GBR,12,0,0
2019,ESH,GRC,9,11,0
2019,ESH,ITA,5,0,0
2019,ESH,MRT,26000,0,0
2019,ESH,ESP,19,50,0
2019,ESH,CHE,9,5,0
2019,ESH,VEN,11,0,0
2019,YEM,DZA,257,0,0
2019,YEM,EGY,126,9032,0
2019,YEM,ARG,19,5,0
2019,YEM,ARM,22,0,0
2019,YEM,AUS,59,129,0
2019,YEM,AUT,311,70,0
2019,YEM,AZE,11,0,0
2019,YEM,BHR,9,5,0
2019,YEM,BEL,51,56,0
2019,YEM,BEN,11,0,0
2019,YEM,BGD,5,0,0
2019,YEM,BLR,24,5,0
2019,YEM,BRA,0,124,0
2019,YEM,BIH,0,10,8
2019,YEM,BGR,13,5,0
2019,YEM,CAN,1711,371,0
2019,YEM,TCD,5,5,0
2019,YEM,CHN,16,16,0
2019,YEM,CMR,0,5,0
2019,YEM,COL,0,7,0
2019,YEM,CUB,14,0,0
2019,YEM,CYP,25,10,0
2019,YEM,CZE,20,0,0
2019,YEM,DNK,5,0,0
2019,YEM,DJI,5322,0,0
2019,YEM,ECU,96,17,0
2019,YEM,EST,5,0,0
2019,YEM,ETH,1926,127,0
2019,YEM,FIN,263,57,0
2019,YEM,FRA,454,62,0
2019,YEM,GBR,819,290,0
2019,YEM,GEO,32,29,0
2019,YEM,DEU,2629,890,0
2019,YEM,GHA,0,9,0
2019,YEM,GRC,574,213,0
2019,YEM,HKG,11,0,0
2019,YEM,HRV,7,0,0
2019,YEM,HUN,18,0,0
2019,YEM,ISL,5,5,0
2019,YEM,IND,5,830,0
2019,YEM,IDN,85,354,0
2019,YEM,IRL,16,7,0
2019,YEM,IRQ,0,147,0
2019,YEM,ITA,151,40,0
2019,YEM,JOR,715,14059,17
2019,YEM,KEN,60,217,0
2019,YEM,KOR,682,124,0
2019,YEM,KWT,5,9,0
2019,YEM,LBY,0,47,0
2019,YEM,LBN,23,124,5
2019,YEM,LKA,14,0,0
2019,YEM,LUX,10,5,0
2019,YEM,MDG,22,9,0
2019,YEM,MRT,10,37,0
2019,YEM,MDA,8,0,0
2019,YEM,MEX,13,30,0
2019,YEM,MYS,206,3462,0
2019,YEM,MNE,7,0,0
2019,YEM,MAR,843,0,0
2019,YEM,MLT,0,6,0
2019,YEM,NPL,0,5,0
2019,YEM,NLD,791,546,0
2019,YEM,NER,0,5,0
2019,YEM,NOR,219,19,0
2019,YEM,NZL,8,0,0
2019,YEM,PAK,137,22,0
2019,YEM,PER,0,54,0
2019,YEM,PHL,15,40,0
2019,YEM,POL,9,0,0
2019,YEM,PRT,9,0,0
2019,YEM,QAT,5,0,0
2019,YEM,ROU,29,0,0
2019,YEM,ZAF,5,15,0
2019,YEM,RUS,97,20,0
2019,YEM,SAU,27,44,0
2019,YEM,SOM,13235,50,8
2019,YEM,ESP,206,675,0
2019,YEM,SRB,0,10,0
2019,YEM,SDN,1227,452,0
2019,YEM,SVK,21,0,0
2019,YEM,SVN,6,0,0
2019,YEM,SWE,1659,193,0
2019,YEM,CHE,130,12,0
2019,YEM,SYR,159,110,0
2019,YEM,TZA,5,45,6
2019,YEM,THA,37,0,0
2019,YEM,TUN,0,31,0
2019,YEM,ARE,12,50,5
2019,YEM,UGA,27,5,0
2019,YEM,UKR,5,48,0
2019,YEM,URY,0,5,0
2019,YEM,USA,692,811,0
2019,ZMB,AUS,9,28,0
2019,ZMB,AUT,5,0,0
2019,ZMB,BRA,0,7,0
2019,ZMB,CAN,6,31,0
2019,ZMB,CHN,0,5,0
2019,ZMB,DNK,5,0,0
2019,ZMB,GBR,89,41,0
2019,ZMB,DEU,6,16,0
2019,ZMB,IRL,0,8,0
2019,ZMB,LUX,0,5,0
2019,ZMB,NLD,8,0,0
2019,ZMB,NOR,5,0,0
2019,ZMB,ZAF,62,227,0
2019,ZMB,SWE,13,5,0
2019,ZMB,USA,51,86,0
2019,ZMB,ZWE,0,0,5
2019,ZWE,EGY,27,36,0
2019,ZWE,AUS,584,226,0
2019,ZWE,AUT,11,0,0
2019,ZWE,BWA,564,42,0
2019,ZWE,BRA,5,10,0
2019,ZWE,CAN,728,382,0
2019,ZWE,CHN,5,107,0
2019,ZWE,CRI,0,5,0
2019,ZWE,CYP,0,24,0
2019,ZWE,DNK,8,0,0
2019,ZWE,ECU,5,9,0
2019,ZWE,FIN,6,5,0
2019,ZWE,FRA,51,5,0
2019,ZWE,GBR,2324,390,0
2019,ZWE,DEU,238,298,0
2019,ZWE,GRC,8,5,0
2019,ZWE,HUN,5,0,0
2019,ZWE,IRL,438,790,0
2019,ZWE,ISR,0,20,0
2019,ZWE,ITA,30,5,0
2019,ZWE,KEN,5,7,0
2019,ZWE,KOR,0,8,0
2019,ZWE,LSO,5,0,0
2019,ZWE,MYS,5,5,0
2019,ZWE,MWI,0,7,0
2019,ZWE,MLT,5,0,0
2019,ZWE,NAM,57,51,0
2019,ZWE,NLD,26,24,0
2019,ZWE,NOR,12,0,0
2019,ZWE,NZL,20,0,0
2019,ZWE,ROU,6,0,0
2019,ZWE,ZAF,4003,12825,0
2019,ZWE,ESP,0,5,0
2019,ZWE,SWZ,7,0,0
2019,ZWE,SWE,19,5,0
2019,ZWE,CHE,13,5,0
2019,ZWE,THA,0,9,0
2019,ZWE,USA,825,867,0
2019,ZWE,ZWE,0,0,121
